#         t          x          y          z         vx         vy         vz
      0.427   -101.686    -38.772    -78.731     22.533    205.698    140.648
      0.428   -101.663    -38.566    -78.590     22.726    205.757    140.790
      0.429   -101.640    -38.360    -78.449     22.921    205.816    140.932
      0.430   -101.617    -38.154    -78.308     23.116    205.875    141.075
      0.431   -101.594    -37.949    -78.167     23.311    205.934    141.217
      0.432   -101.570    -37.743    -78.026     23.507    205.993    141.360
      0.433   -101.547    -37.537    -77.884     23.703    206.051    141.503
      0.434   -101.523    -37.331    -77.743     23.900    206.110    141.646
      0.435   -101.499    -37.124    -77.601     24.098    206.168    141.789
      0.436   -101.475    -36.918    -77.459     24.295    206.226    141.932
      0.437   -101.450    -36.712    -77.317     24.494    206.283    142.076
      0.438   -101.426    -36.506    -77.175     24.693    206.341    142.219
      0.439   -101.401    -36.299    -77.033     24.892    206.398    142.363
      0.440   -101.376    -36.093    -76.890     25.092    206.455    142.507
      0.441   -101.351    -35.886    -76.748     25.293    206.512    142.651
      0.442   -101.325    -35.680    -76.605     25.494    206.568    142.795
      0.443   -101.300    -35.473    -76.462     25.696    206.624    142.940
      0.444   -101.274    -35.267    -76.319     25.898    206.680    143.084
      0.445   -101.248    -35.060    -76.176     26.100    206.736    143.229
      0.446   -101.222    -34.853    -76.033     26.304    206.792    143.374
      0.447   -101.195    -34.646    -75.889     26.507    206.847    143.518
      0.448   -101.169    -34.439    -75.746     26.712    206.902    143.663
      0.449   -101.142    -34.232    -75.602     26.916    206.957    143.809
      0.450   -101.115    -34.025    -75.458     27.122    207.012    143.954
      0.451   -101.088    -33.818    -75.314     27.328    207.067    144.100
      0.452   -101.060    -33.611    -75.170     27.534    207.121    144.245
      0.453   -101.033    -33.404    -75.025     27.741    207.175    144.391
      0.454   -101.005    -33.197    -74.881     27.949    207.228    144.537
      0.455   -100.977    -32.990    -74.736     28.157    207.282    144.683
      0.456   -100.949    -32.782    -74.592     28.365    207.335    144.829
      0.457   -100.920    -32.575    -74.447     28.574    207.388    144.975
      0.458   -100.891    -32.368    -74.302     28.784    207.441    145.122
      0.459   -100.863    -32.160    -74.156     28.994    207.493    145.269
      0.460   -100.833    -31.953    -74.011     29.205    207.545    145.415
      0.461   -100.804    -31.745    -73.866     29.416    207.597    145.562
      0.462   -100.775    -31.537    -73.720     29.628    207.649    145.709
      0.463   -100.745    -31.330    -73.574     29.841    207.700    145.856
      0.464   -100.715    -31.122    -73.428     30.054    207.752    146.004
      0.465   -100.685    -30.914    -73.282     30.267    207.802    146.151
      0.466   -100.654    -30.706    -73.136     30.481    207.853    146.299
      0.467   -100.624    -30.499    -72.990     30.696    207.903    146.446
      0.468   -100.593    -30.291    -72.843     30.911    207.953    146.594
      0.469   -100.562    -30.083    -72.696     31.127    208.003    146.742
      0.470   -100.531    -29.875    -72.550     31.344    208.053    146.890
      0.471   -100.499    -29.667    -72.403     31.561    208.102    147.039
      0.472   -100.468    -29.458    -72.256     31.778    208.151    147.187
      0.473   -100.436    -29.250    -72.108     31.996    208.200    147.336
      0.474   -100.404    -29.042    -71.961     32.215    208.248    147.484
      0.475   -100.371    -28.834    -71.813     32.434    208.296    147.633
      0.476   -100.339    -28.625    -71.666     32.654    208.344    147.782
      0.477   -100.306    -28.417    -71.518     32.874    208.391    147.931
      0.478   -100.273    -28.209    -71.370     33.095    208.439    148.080
      0.479   -100.240    -28.000    -71.222     33.317    208.486    148.230
      0.480   -100.206    -27.792    -71.073     33.539    208.532    148.379
      0.481   -100.173    -27.583    -70.925     33.762    208.578    148.529
      0.482   -100.139    -27.375    -70.776     33.985    208.624    148.678
      0.483   -100.105    -27.166    -70.627     34.209    208.670    148.828
      0.484   -100.070    -26.957    -70.479     34.433    208.716    148.978
      0.485   -100.036    -26.748    -70.330     34.658    208.761    149.128
      0.486   -100.001    -26.540    -70.180     34.884    208.805    149.278
      0.487    -99.966    -26.331    -70.031     35.110    208.850    149.429
      0.488    -99.931    -26.122    -69.881     35.337    208.894    149.579
      0.489    -99.895    -25.913    -69.732     35.565    208.938    149.730
      0.490    -99.860    -25.704    -69.582     35.793    208.981    149.880
      0.491    -99.824    -25.495    -69.432     36.021    209.025    150.031
      0.492    -99.788    -25.286    -69.282     36.251    209.067    150.182
      0.493    -99.751    -25.077    -69.132     36.480    209.110    150.333
      0.494    -99.715    -24.868    -68.981     36.711    209.152    150.484
      0.495    -99.678    -24.659    -68.831     36.942    209.194    150.636
      0.496    -99.641    -24.449    -68.680     37.173    209.236    150.787
      0.497    -99.604    -24.240    -68.529     37.406    209.277    150.939
      0.498    -99.566    -24.031    -68.378     37.639    209.318    151.090
      0.499    -99.528    -23.822    -68.227     37.872    209.358    151.242
      0.500    -99.490    -23.612    -68.076     38.106    209.398    151.394
      0.501    -99.452    -23.403    -67.924     38.341    209.438    151.546
      0.502    -99.414    -23.193    -67.773     38.576    209.477    151.698
      0.503    -99.375    -22.984    -67.621     38.812    209.517    151.850
      0.504    -99.336    -22.774    -67.469     39.049    209.555    152.003
      0.505    -99.297    -22.565    -67.317     39.286    209.594    152.155
      0.506    -99.257    -22.355    -67.165     39.523    209.632    152.308
      0.507    -99.218    -22.145    -67.012     39.762    209.669    152.460
      0.508    -99.178    -21.936    -66.860     40.001    209.707    152.613
      0.509    -99.138    -21.726    -66.707     40.240    209.743    152.766
      0.510    -99.097    -21.516    -66.554     40.481    209.780    152.919
      0.511    -99.057    -21.306    -66.401     40.722    209.816    153.072
      0.512    -99.016    -21.097    -66.248     40.963    209.852    153.225
      0.513    -98.975    -20.887    -66.095     41.205    209.887    153.379
      0.514    -98.934    -20.677    -65.941     41.448    209.922    153.532
      0.515    -98.892    -20.467    -65.788     41.691    209.957    153.685
      0.516    -98.850    -20.257    -65.634     41.935    209.991    153.839
      0.517    -98.808    -20.047    -65.480     42.180    210.025    153.993
      0.518    -98.766    -19.837    -65.326     42.425    210.059    154.147
      0.519    -98.723    -19.627    -65.172     42.671    210.092    154.301
      0.520    -98.681    -19.417    -65.017     42.918    210.124    154.455
      0.521    -98.637    -19.207    -64.863     43.165    210.157    154.609
      0.522    -98.594    -18.996    -64.708     43.413    210.188    154.763
      0.523    -98.551    -18.786    -64.553     43.661    210.220    154.917
      0.524    -98.507    -18.576    -64.398     43.911    210.251    155.072
      0.525    -98.463    -18.366    -64.243     44.160    210.282    155.226
      0.526    -98.419    -18.155    -64.088     44.411    210.312    155.381
      0.527    -98.374    -17.945    -63.932     44.662    210.342    155.535
      0.528    -98.329    -17.735    -63.777     44.914    210.371    155.690
      0.529    -98.284    -17.524    -63.621     45.166    210.400    155.845
      0.530    -98.239    -17.314    -63.465     45.419    210.428    156.000
      0.531    -98.193    -17.103    -63.309     45.673    210.457    156.155
      0.532    -98.148    -16.893    -63.153     45.927    210.484    156.310
      0.533    -98.101    -16.683    -62.996     46.182    210.511    156.465
      0.534    -98.055    -16.472    -62.840     46.438    210.538    156.620
      0.535    -98.009    -16.261    -62.683     46.694    210.564    156.776
      0.536    -97.962    -16.051    -62.526     46.951    210.590    156.931
      0.537    -97.915    -15.840    -62.369     47.209    210.616    157.087
      0.538    -97.867    -15.630    -62.212     47.467    210.641    157.242
      0.539    -97.820    -15.419    -62.055     47.726    210.665    157.398
      0.540    -97.772    -15.208    -61.897     47.986    210.689    157.554
      0.541    -97.724    -14.998    -61.740     48.246    210.713    157.709
      0.542    -97.675    -14.787    -61.582     48.507    210.736    157.865
      0.543    -97.627    -14.576    -61.424     48.768    210.759    158.021
      0.544    -97.578    -14.365    -61.266     49.031    210.781    158.177
      0.545    -97.529    -14.155    -61.107     49.294    210.803    158.333
      0.546    -97.479    -13.944    -60.949     49.557    210.824    158.489
      0.547    -97.430    -13.733    -60.791     49.822    210.845    158.646
      0.548    -97.380    -13.522    -60.632     50.087    210.865    158.802
      0.549    -97.329    -13.311    -60.473     50.352    210.885    158.958
      0.550    -97.279    -13.100    -60.314     50.619    210.904    159.115
      0.551    -97.228    -12.889    -60.155     50.886    210.923    159.271
      0.552    -97.177    -12.678    -59.995     51.153    210.941    159.428
      0.553    -97.126    -12.467    -59.836     51.422    210.959    159.584
      0.554    -97.074    -12.257    -59.676     51.691    210.976    159.741
      0.555    -97.023    -12.046    -59.516     51.961    210.993    159.897
      0.556    -96.970    -11.835    -59.356     52.231    211.009    160.054
      0.557    -96.918    -11.624    -59.196     52.502    211.025    160.211
      0.558    -96.865    -11.412    -59.036     52.774    211.040    160.368
      0.559    -96.812    -11.201    -58.876     53.046    211.055    160.525
      0.560    -96.759    -10.990    -58.715     53.320    211.069    160.682
      0.561    -96.706    -10.779    -58.554     53.593    211.083    160.839
      0.562    -96.652    -10.568    -58.393     53.868    211.096    160.996
      0.563    -96.598    -10.357    -58.232     54.143    211.108    161.153
      0.564    -96.544    -10.146    -58.071     54.419    211.120    161.310
      0.565    -96.489     -9.935    -57.910     54.696    211.132    161.467
      0.566    -96.434     -9.724    -57.748     54.973    211.143    161.624
      0.567    -96.379     -9.513    -57.586     55.251    211.153    161.781
      0.568    -96.324     -9.301    -57.424     55.530    211.163    161.939
      0.569    -96.268     -9.090    -57.262     55.809    211.172    162.096
      0.570    -96.212     -8.879    -57.100     56.089    211.181    162.253
      0.571    -96.156     -8.668    -56.938     56.370    211.189    162.411
      0.572    -96.100     -8.457    -56.775     56.652    211.197    162.568
      0.573    -96.043     -8.245    -56.613     56.934    211.204    162.725
      0.574    -95.986     -8.034    -56.450     57.217    211.211    162.883
      0.575    -95.928     -7.823    -56.287     57.501    211.216    163.040
      0.576    -95.871     -7.612    -56.124     57.785    211.222    163.198
